track.name,album_name,album_type,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist
NKBİ X YAPAMAM - Remix,NKBİ X YAPAMAM (Remix),single,80.0,0.558,0.67,2,-6.813,0.0344,0.0102,4.67e-06,0.0756,0.277,99.999,Lvbel C5
NO LÈCHE,"NO LÈCHE 🚫👅 (feat. Favé, Kerchak & Leto)",single,75.0,0.746,0.736,0,-8.439,0.353,0.0741,0.000483,0.124,0.577,156.017,Gazo
NOVE MAGGIO,LIBERATO,album,60.0,0.694,0.584,9,-6.415,0.297,0.0596,2.73e-05,0.0989,0.625,139.981,LIBERATO
NUOTYKIS,PASAKA,single,45.0,0.817,0.356,11,-13.342,0.376,0.579,0.0047,0.132,0.231,118.993,Proflame
Naar Het Licht,Naar Het Licht,single,29.0,0.697,0.793,2,-5.384,0.0502,0.0908,0.0257,0.0936,0.191,120.069,Froukje
Nachts wach,Nachts wach,single,74.0,0.719,0.685,6,-7.083,0.257,0.569,0.0,0.263,0.632,136.172,Miksu / Macloud
Nachts wach (Lila Wolken Bootleg),Nachts wach,single,74.0,0.667,0.849,10,-4.4,0.124,0.165,4.8e-05,0.107,0.752,155.002,Miksu / Macloud
Nad ranem,Mowgli,album,17.0,0.594,0.681,5,-7.38,0.269,0.483,0.0,0.49,0.309,168.024,Kabe
Nadi Canadi,Nadi Canadi,single,56.0,0.617,0.557,5,-9.162,0.199,0.772,0.0,0.0775,0.654,174.09,Tagne
Nako Nako,Nako Nako,single,30.0,0.732,0.834,7,-3.249,0.0885,0.213,6.79e-06,0.152,0.799,131.998,Ashkan Arab
Namorando Ou Não - Ao Vivo,Namorando Ou Não (Ao Vivo),single,86.0,0.65,0.677,0,-4.081,0.0328,0.643,0.0,0.912,0.527,135.947,Clayton & Romário
"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",The Konka Mixtape : Sweet & Dust,album,52.0,0.795,0.755,1,-8.849,0.0551,0.00987,0.00651,0.0272,0.53,112.998,Kabza De Small
Napoletano,INNOCENTE,album,66.0,0.742,0.772,1,-5.162,0.324,0.0445,0.0,0.157,0.64,93.992,Baby Gang
Nar,Nar,album,26.0,0.592,0.647,5,-8.516,0.0326,0.0231,2.75e-05,0.0759,0.156,118.027,Salma Rachid
Natalija Bunkė - Aš gyvenu,Natalija Bunkė - Aš gyvenu,single,32.0,0.696,0.792,8,-5.776,0.0422,0.103,0.0,0.178,0.579,124.077,Natalija Bunke
Ndanzvenga,Ndanzvenga,single,28.0,0.661,0.6,10,-7.319,0.392,0.3,0.0,0.0966,0.795,99.682,Enzo Ishall
Ndiwe,Mustard Seed,album,21.0,0.798,0.742,5,-4.159,0.0767,0.226,0.000188,0.188,0.889,103.05,Nutty O
Ndoringa imi,Ndoringa imi,single,31.0,0.571,0.871,7,-4.17,0.301,0.189,0.0,0.12,0.843,172.384,Mambo Dhuterere
Nduma Ndumane,Nduma Ndumane,single,41.0,0.808,0.512,1,-13.778,0.0627,0.00293,0.259,0.0974,0.603,113.028,MaWhoo
Nejauti tu ritmo,Nejauti tu ritmo,single,32.0,0.859,0.323,10,-13.543,0.384,0.0193,0.118,0.118,0.565,76.988,Dmnk
Neljapäevak,Neljapäevak,single,30.0,0.894,0.597,9,-9.905,0.328,0.485,0.0,0.144,0.672,110.074,Starboy Bob
Nem Que Seja Chorando - Ao Vivo,"Original, Vol. 1 (Ao Vivo)",album,72.0,0.605,0.72,4,-5.905,0.0398,0.275,0.0,0.447,0.618,138.936,Hugo & Guilherme
Nemam mood,FLOWDEMORT,album,59.0,0.833,0.797,6,-7.156,0.092,0.329,1.13e-05,0.0907,0.444,131.98,Separ
Neunzig,Neunzig,single,81.0,0.841,0.818,5,-4.682,0.0465,0.00113,0.00191,0.0677,0.695,129.002,Apache 207
Never Broke Again,Never Broke Again,single,68.0,0.643,0.573,1,-6.992,0.0466,0.0126,0.0,0.201,0.7,139.94,xxxmanera
Never Felt So Alone,Ends & Begins,album,76.0,0.436,0.409,5,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357,Labrinth
Never Fold,No Name,single,79.0,0.814,0.786,8,-5.178,0.232,0.069,0.0,0.0976,0.797,93.025,Sidhu Moose Wala
Never Let You Go,Never Let You Go,single,68.0,0.607,0.825,7,-4.451,0.0447,0.0519,1.05e-06,0.081,0.467,126.956,Jason Derulo
Neverita,Un Verano Sin Ti,album,87.0,0.876,0.498,10,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,Bad Bunny
New York Freestyle,FLOWDEMORT,album,54.0,0.577,0.714,4,-5.134,0.396,0.382,0.0,0.239,0.579,105.059,Separ
Nezhasnu,Secret Eyes,album,59.0,0.667,0.594,8,-7.064,0.209,0.0451,0.0,0.0727,0.36,73.975,Hard Rico
Ngathwala Ngaye,Love Affair,compilation,11.0,0.634,0.461,5,-11.131,0.0354,0.524,0.0,0.368,0.632,159.922,Kelly Khumalo
Ngeke,R Mashesha,album,50.0,0.831,0.818,1,-6.379,0.038,0.00756,0.000188,0.239,0.775,127.013,Big Nuz
"Ngenza ngama bomu (feat. Mr JazziQ, Umthakathi Kush & Sizwe Alakine)","Ngenza ngama bomu (feat. Mr JazziQ, Umthakathi Kush & Sizwe Alakine)",single,38.0,0.823,0.336,5,-14.758,0.139,0.063,0.00718,0.0345,0.635,111.013,Pcee
Ngiyeza,Ngiyeza,single,59.0,0.594,0.496,2,-8.685,0.07,0.634,0.0,0.0792,0.571,139.909,Lwah Ndlunkulu
Nharo,In The Building,album,30.0,0.693,0.506,1,-8.923,0.102,0.0293,0.628,0.158,0.217,126.982,Hillzy
Nicht satt,High & Hungrig 3,album,65.0,0.886,0.727,1,-7.391,0.235,0.0563,0.00221,0.0708,0.281,103.069,Bonez MC
Nie wieder Tilidin,DUNJA EP,single,65.0,0.714,0.825,4,-7.758,0.24,0.115,0.0,0.273,0.418,95.23,Samra
Nieko Nieko,Pasaka,album,51.0,0.792,0.71,0,-5.86,0.03,0.207,9.91e-05,0.0923,0.624,106.936,Jessica Shy
Night Changes,FOUR (Deluxe),album,90.0,0.672,0.52,8,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,One Direction
Nini Nannini (feat. Daliwonga & Howard Gomba),NINI na NINI,album,54.0,0.87,0.594,8,-15.238,0.0648,0.0315,0.00116,0.12,0.779,112.002,Mas Musiq
Nix zu tun,High & Hungrig 3,album,61.0,0.805,0.629,1,-9.634,0.253,0.479,0.00871,0.114,0.429,131.97,Bonez MC
Niña Bonita,Niña Bonita,single,89.0,0.823,0.615,7,-4.19,0.147,0.104,0.0,0.104,0.47,90.952,Feid
No Business On The Dancefloor,No Business On The Dancefloor,single,62.0,0.752,0.743,10,-5.56,0.0322,0.0287,3.72e-06,0.115,0.707,121.993,Keira
No Estuviste En Lo Malo,Reinsertado,album,73.0,0.792,0.509,4,-9.564,0.0505,0.64,0.341,0.13,0.274,124.984,Morad
No Love,No Love,single,83.0,0.768,0.487,4,-8.936,0.0431,0.24,0.0,0.175,0.722,137.034,Shubh
No Me Conoce - Remix,Famouz,album,85.0,0.804,0.787,10,-3.824,0.0746,0.14,0.0,0.0927,0.562,91.974,Jhayco
No More War,No More War,single,2.0,0.594,0.572,9,-9.005,0.346,0.0579,0.0,0.0746,0.797,80.116,Benjamin Fayah
No Role Modelz,2014 Forest Hills Drive,album,91.0,0.69,0.521,10,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028,J. Cole
No Se Va,Balas Perdidas,album,84.0,0.734,0.685,0,-5.37,0.0453,0.117,0.0,0.109,0.754,92.042,Morat
No Se Va - En Vivo,No Se Va (En Vivo),single,88.0,0.594,0.527,0,-9.335,0.0335,0.121,0.0,0.234,0.692,172.712,Grupo Frontera
No Wahala,Original Vibe Machine,album,71.0,0.808,0.639,11,-7.244,0.147,0.621,0.0281,0.231,0.612,105.016,1da Banton
No Woman No Cry,Black Panther: Wakanda Forever - Music From and Inspired By,album,57.0,0.434,0.252,2,-9.082,0.0305,0.506,0.00101,0.103,0.138,147.268,Rihanna
No signal,FLOWDEMORT,album,54.0,0.889,0.595,8,-6.137,0.327,0.159,0.0,0.0834,0.628,140.007,Separ
No-Return (Into the unknown),UNFORGIVEN,album,71.0,0.753,0.717,7,-4.672,0.0593,0.0267,0.0,0.271,0.948,157.976,LE SSERAFIM
No_se_ve.mp3,No_se_ve.mp3,single,81.0,0.752,0.666,11,-5.185,0.0672,0.0971,1.62e-05,0.149,0.545,131.986,Emilia
Noaptea pe la 3,Noaptea pe la 3,single,40.0,0.597,0.621,10,-5.529,0.102,0.0951,0.0,0.0934,0.381,137.994,Satoshi
Nobody Gets Me,SOS,album,86.0,0.358,0.284,7,-8.285,0.0285,0.805,0.0,0.183,0.276,99.796,SZA
Nobody Has To Know (feat. Davido),Breezy (Deluxe),album,55.0,0.646,0.584,8,-7.111,0.0771,0.0288,0.0,0.0572,0.37,99.723,Chris Brown
Noche de gala,Smile Riddim,single,57.0,0.641,0.646,11,-6.234,0.475,0.115,0.0,0.0782,0.656,117.463,LH
Nochentera,Nochentera,single,81.0,0.802,0.728,8,-6.456,0.0533,0.0233,0.0,0.119,0.782,121.92,Vicco
Nocif,Sincèrement,album,75.0,0.844,0.55,11,-7.903,0.0882,0.0318,0.00117,0.107,0.788,121.971,Hamza
Nocturnal,Nocturnal - Outerspace,single,42.0,0.674,0.836,6,-6.271,0.191,0.000448,0.425,0.0882,0.221,132.083,Marc Antonix
Noget Med Noget,Ny Sejr,album,48.0,0.933,0.647,3,-5.613,0.187,0.274,0.0,0.137,0.922,125.073,Benny Jamz
Non Siamo Uguali (feat. CoCo),Dove Volano Le Aquile Vol. 2,album,60.0,0.531,0.744,5,-7.456,0.232,0.0392,0.0,0.0829,0.426,145.132,Luchè
Non litighiamo più,Non litighiamo più,single,76.0,0.662,0.845,6,-4.327,0.145,0.039,0.0,0.153,0.723,134.857,Rocco Hunt
Non lo Sai,Milano Demons,album,77.0,0.585,0.678,0,-6.851,0.0888,0.106,0.0,0.139,0.162,127.959,Shiva
Nonsense,emails i can't send,album,90.0,0.74,0.697,8,-4.912,0.034,0.0268,0.0,0.224,0.732,138.992,Sabrina Carpenter
Noodgeval,Betaalbare Romantiek,album,73.0,0.856,0.89,2,-6.463,0.0627,0.131,0.0143,0.0614,0.77,139.003,Goldband
Nooit Meer Regen,Nooit Meer Regen,single,64.0,0.78,0.56,7,-7.403,0.0505,0.0397,7.62e-05,0.195,0.861,122.022,Suzan & Freek
Norge I Rødt Hvitt Og Blått,Norwegian Colours,album,45.0,0.529,0.441,5,-13.398,0.0309,0.887,0.968,0.0472,0.835,109.704,Gardemusikken
"Norge i rødt, hvitt og blått - 2006 Remastered Version",Diamanter,album,49.0,0.486,0.74,5,-7.405,0.049,0.632,0.0,0.203,0.749,114.651,Jens Book-Jenssen
Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,87.0,0.709,0.56,4,-4.867,0.171,0.034,0.0,0.315,0.541,170.082,Feid
Nosso Quadro,Nosso Quadro,single,84.0,0.691,0.708,9,-4.821,0.195,0.338,0.0,0.311,0.602,160.018,AgroPlay
Not You,World Of Walker,album,82.0,0.573,0.264,5,-8.955,0.0365,0.827,1.71e-05,0.103,0.379,129.791,Alan Walker
Notiesāts,Notiesāts,single,32.0,0.877,0.632,1,-8.54,0.287,0.494,0.0,0.0632,0.542,98.009,Deniss
Nous Deux,EQUATEUR,album,60.0,0.724,0.725,1,-5.642,0.0694,0.412,2.77e-06,0.0716,0.708,90.046,RIDSA
Nouvelles,2069',single,75.0,0.536,0.655,11,-7.636,0.22,0.011,0.000498,0.106,0.434,196.007,PLK
Novo Balanço,Dos Prédios Deluxe,album,82.0,0.836,0.499,3,-5.82,0.0563,0.669,0.0,0.134,0.65,124.05,Veigh
Nočná,FLOWDEMORT,album,57.0,0.797,0.689,1,-6.072,0.0649,0.0759,4.53e-05,0.0983,0.351,122.01,Separ
Nu m-am gandit la despartire,Nu m-am gandit la despartire,single,47.0,0.71,0.713,5,-6.121,0.0523,0.185,0.0,0.0593,0.585,111.923,Andra
Nu mai consum (cu Tata Vlad),Nu mai consum (cu Tata Vlad),single,48.0,0.698,0.68,6,-5.63,0.303,0.465,0.0,0.243,0.257,161.833,Nicole Cherry
Ny Sejr,Ny Sejr,album,51.0,0.907,0.557,1,-6.162,0.238,0.505,0.0,0.119,0.53,104.98,Benny Jamz
Nyeredzi,Gwara,album,38.0,0.758,0.502,7,-6.92,0.0356,0.7,0.00419,0.114,0.658,111.989,Jah Prayzah
Não Para,Não Para,single,82.0,0.892,0.655,7,-7.03,0.069,0.116,1.63e-06,0.176,0.764,129.959,Belle Kaffer
Não Vitalício (Nunca Mais) - Ao Vivo,Não Vitalício (Nunca Mais) [Ao Vivo],single,87.0,0.418,0.925,1,-2.941,0.385,0.396,0.0,0.766,0.627,71.49,Matheus & Kauan
Nätterna i Göteborg,Nätterna i Göteborg,single,67.0,0.558,0.43,5,-8.083,0.0247,0.391,0.00012,0.835,0.43,84.056,Victor Leksell
Näätkö sen? (feat. Lauri Haav),Näätkö sen? (feat. Lauri Haav),single,49.0,0.53,0.482,11,-8.651,0.0945,0.687,0.000169,0.0874,0.206,128.51,Sonia
Nånting I Luften,PISTOLER POESI OCH SEX,album,63.0,0.667,0.546,11,-8.418,0.471,0.568,0.088,0.114,0.285,103.29,Yasin
Nåt som verkligen är bra,Nåt som verkligen är bra,single,57.0,0.577,0.79,0,-5.44,0.0385,0.0432,3.8e-05,0.104,0.222,92.022,Lars Winnerbäck
Néztek,Néztek,single,53.0,0.867,0.321,1,-10.35,0.426,0.18,0.0,0.156,0.551,139.956,Tóth Andi
Nóttin læðist inn,Vögguvísur,album,45.0,0.716,0.124,0,-12.602,0.0394,0.926,0.0,0.103,0.496,120.015,Hafdís Huld
Nấu ăn cho em,Nấu ăn cho em,single,63.0,0.597,0.481,1,-10.848,0.037,0.76,0.0,0.212,0.547,90.0,Đen
Nắng Lên (feat. GONZO & Bwine),"Space Jam, Vol. 1",compilation,56.0,0.532,0.553,8,-6.215,0.0648,0.501,0.0,0.0962,0.361,189.17,Various Artists
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",single,85.0,0.582,0.418,7,-8.701,0.0288,0.794,0.0,0.109,0.243,112.909,Pritam
OBOK,Ziomalski Mixtape,album,0.0,0.813,0.692,6,-5.974,0.0609,0.526,0.0,0.111,0.508,122.981,Żabson
OFFLINE,OFFLINE,single,71.0,0.707,0.701,5,-6.679,0.085,0.144,0.0,0.0964,0.727,169.973,RIN
OLA GYRNANE,BLESSED,album,32.0,0.622,0.53,9,-9.632,0.465,0.822,0.0,0.17,0.515,120.936,RICTA
OMG,NewJeans 'OMG',single,92.0,0.804,0.771,9,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956,NewJeans
ON FIRE - paid in full,Effetto notte,album,76.0,0.794,0.707,0,-7.142,0.0983,0.421,2.74e-05,0.112,0.49,123.151,Emis Killa
ONE IN A MILLION,ONE IN A MILLION,single,50.0,0.577,0.658,1,-5.655,0.286,0.226,0.0,0.0973,0.571,103.019,DEMOLA
ONE NIGHT IN PARIS/DEEP DOWN,MR. MISUNDERSTOOD,album,37.0,0.849,0.61,10,-7.937,0.118,0.231,2.88e-05,0.145,0.286,120.961,reezy
ONLY 4 LIFE - Remix,ONLY 4 LIFE (Remix),single,75.0,0.662,0.726,6,-6.786,0.0516,0.132,0.0,0.455,0.408,149.944,Rubi
ORIGAMI ALL'ALBA - CLARA,ORIGAMI ALL'ALBA,single,78.0,0.633,0.751,8,-6.479,0.0643,0.577,0.0,0.141,0.43,143.91,Matteo Paolillo - Icaro
"OU, OU",8 Culcat,album,43.0,0.469,0.599,7,-4.332,0.0657,0.378,0.0,0.51,0.115,98.495,Satra B.E.N.Z.
OWN MY MIND,RUSH!,album,72.0,0.684,0.759,1,-4.78,0.0259,0.000902,0.000179,0.0486,0.687,114.014,Måneskin
Obsesia,Obsesia,single,56.0,0.674,0.76,3,-3.726,0.11,0.0865,0.0,0.335,0.907,159.831,Bogdan De La Ploiesti
Obsessed,Obsessed,single,78.0,0.798,0.74,10,-4.099,0.103,0.616,0.0,0.084,0.851,145.092,Riar Saab
Obsessed With You,23,album,77.0,0.746,0.825,3,-4.457,0.0435,0.192,0.0,0.365,0.904,143.062,Central Cee
Oczko w głowie,Oczko w głowie,single,59.0,0.746,0.463,0,-8.668,0.0898,0.648,1.63e-06,0.285,0.443,127.984,Tymek
Odos Monaxias,Odos Monaxias,single,52.0,0.569,0.775,8,-5.276,0.0517,0.2,0.0,0.0973,0.817,140.281,Nikos Oikonomopoulos
Og Du Blev Til En Hvid Fugl,Infinity Action: Kult & B-sider,single,64.0,0.468,0.721,8,-4.854,0.0294,0.0557,0.00115,0.117,0.219,136.977,The Minds Of 99
Oh Mami,Oh Mami,single,57.0,0.851,0.929,11,-3.413,0.0782,0.17,0.0,0.43,0.799,123.059,Eleni Foureira
Oh My God,OFF,album,66.0,0.636,0.557,7,-6.086,0.21,0.304,2.39e-05,0.24,0.263,74.792,Saint clara
Ohne mein Team,Palmen aus Plastik,album,72.0,0.766,0.8,1,-6.062,0.0938,0.16,1.6e-05,0.0744,0.635,129.999,Bonez MC
Oi Balde - Ao Vivo,"Escolhas, Ep. 1 (Ao Vivo)",single,88.0,0.67,0.668,2,-6.411,0.0459,0.601,0.0,0.803,0.552,107.995,Zé Neto & Cristiano
Ojitos Lindos,Un Verano Sin Ti,album,91.0,0.647,0.686,3,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,Bad Bunny
Ojos Sin Ver,Reinsertado,album,69.0,0.741,0.728,7,-5.28,0.133,0.423,6.33e-06,0.0552,0.384,123.993,Morad
Old Love,Old Love,single,84.0,0.478,0.367,11,-10.513,0.0283,0.716,0.0,0.124,0.359,141.95,yuji
Ome Duo,Ome Duo,single,68.0,0.668,0.686,2,-7.128,0.137,0.0808,0.0,0.116,0.616,126.049,Trobi
Omre Dubara,Chai wa Chilam,album,20.0,0.582,0.786,10,-6.663,0.0805,0.151,0.0,0.0958,0.749,134.803,Tawab Arash
Omunye,Ukhamba,album,13.0,0.494,0.539,4,-9.026,0.158,0.251,0.0,0.16,0.439,84.027,Inkabi Zezwe
On The Ground,R,single,73.0,0.311,0.607,1,-6.578,0.11,0.0174,0.0,0.131,0.286,188.7,ROSÉ
Onde Anda,Onde Anda,single,58.0,0.683,0.66,1,-8.44,0.295,0.261,0.0,0.101,0.561,99.913,Calema
One Thing At A Time,One Thing At A Time,album,82.0,0.613,0.914,7,-5.153,0.03,0.00522,2.21e-06,0.26,0.916,141.978,Morgan Wallen
Oneiro,Oneiro,single,65.0,0.763,0.705,1,-6.177,0.0326,0.208,4.27e-06,0.124,0.383,100.986,Lava
OnlyFans (feat. ibe),OnlyFans (feat. ibe),single,63.0,0.641,0.741,2,-7.303,0.0574,0.0136,8.47e-06,0.135,0.385,90.0,TUULI
Orange,Orange,single,79.0,0.681,0.757,9,-5.464,0.103,0.524,0.0,0.323,0.616,139.934,Sfera Ebbasta
Os Bico Tão Se Perguntando (Let’s Go 3),Os Bico Tão Se Perguntando (Let’s Go 3),single,83.0,0.652,0.481,10,-8.446,0.0779,0.044,0.0,0.284,0.815,173.555,MC PH
Otra Vez,Otra Vez,single,31.0,0.687,0.443,10,-6.502,0.0815,0.707,0.00122,0.1,0.428,172.146,Alecc
Otro Día Más,Otro Día Más,single,76.0,0.445,0.64,6,-5.436,0.047,0.0454,0.0,0.119,0.62,125.718,Ke Personajes
Oulala,Oulala,single,70.0,0.725,0.758,7,-7.198,0.058,0.185,0.00034,0.0992,0.422,112.008,Mente Fuerte
"Our Blues, Our Life",IM HERO,album,59.0,0.381,0.405,1,-7.325,0.0325,0.629,0.0,0.418,0.273,130.94,Lim Young Woong
Outro,Mektoub 2,album,53.0,0.774,0.716,8,-5.987,0.309,0.45,0.0,0.126,0.431,93.144,VLOSPA
Outside,Zoë Tauran,single,64.0,0.794,0.745,7,-7.697,0.256,0.0749,6.21e-06,0.0973,0.427,140.11,Zoë Tauran
Overdose,Overdose,single,80.0,0.733,0.598,4,-9.453,0.0377,0.0307,1.7e-05,0.218,0.831,118.012,natori
Ovet paukkuu (feat. william),Ovet paukkuu (feat. william),single,65.0,0.776,0.454,1,-9.82,0.0374,0.0581,3.34e-05,0.121,0.581,119.98,Joe L
P.O.V (Point of View),P.O.V (Point of View),single,76.0,0.72,0.59,6,-6.521,0.335,0.0447,0.0,0.116,0.527,91.915,Karan Aujla
PA K TE ENAMORE,PA K TE ENAMORE,single,72.0,0.804,0.62,6,-7.951,0.0933,0.0148,0.0267,0.0967,0.48,96.005,Jairo Vera
PACHETE,PACHETE,single,53.0,0.722,0.666,2,-8.822,0.187,0.0652,0.00126,0.107,0.29,175.001,M.G.L.
PACINO - the godfather,Effetto notte,album,64.0,0.583,0.804,3,-8.695,0.169,0.294,0.0,0.316,0.247,115.289,Emis Killa
PAF.no,Omar Sheriff,single,63.0,0.827,0.421,8,-8.996,0.0609,0.824,1.17e-05,0.164,0.703,98.041,Karpe
PAINTING PICTURES,PAINTING PICTURES,single,74.0,0.956,0.515,11,-9.962,0.337,0.305,0.0,0.156,0.69,119.937,Superstar Pride
PANICO (feat. Takagi & Ketra),SIRIO,album,73.0,0.788,0.731,4,-6.082,0.047,0.0615,0.0,0.0997,0.258,127.03,Lazza
PAPAGOU,PAPAGOU,single,71.0,0.746,0.727,11,-7.699,0.149,0.107,0.176,0.136,0.528,126.042,SIDARTA
PARA AMARTE A TI,SEROTONINA,single,76.0,0.645,0.515,3,-6.594,0.0263,0.631,0.0,0.134,0.44,96.047,KHEA
PARAFULMINI (con Bresh & Fabri Fibra),IO NON HO PAURA,album,59.0,0.785,0.774,5,-6.028,0.215,0.179,0.0,0.148,0.573,110.027,Ernia
PARTYBOY,PARTYBOY,single,67.0,0.853,0.52,1,-6.246,0.0853,0.0859,0.00108,0.263,0.387,97.93,Costi
PASS AUF,PASS AUF,single,80.0,0.644,0.646,3,-5.349,0.0662,0.158,0.0,0.249,0.234,124.966,HoodBlaq
PATEK,PLANET X,album,23.0,0.804,0.536,8,-8.393,0.347,0.255,1.17e-06,0.137,0.781,87.016,XLG OFFICIAL
PAUS,PAUS,single,47.0,0.716,0.724,7,-7.333,0.0596,0.276,0.000623,0.161,0.765,125.955,Liis Lemsalu
PA´ VER SI T OLVIDO,PA´ VER SI T OLVIDO,single,38.0,0.751,0.574,7,-5.101,0.33,0.443,7.88e-05,0.21,0.411,159.995,Franci Oficial
PELATES,PELATES,single,59.0,0.782,0.454,7,-12.11,0.182,0.475,0.00302,0.236,0.0823,149.943,RICTA
PHONK (200mg),CAFFEINEE,single,73.0,0.67,0.893,7,-6.813,0.409,0.0966,0.00409,0.145,0.894,123.916,DEHA INC.
PIOVE (feat. Sfera Ebbasta),SIRIO,album,72.0,0.381,0.627,4,-5.446,0.114,0.232,0.0,0.0803,0.458,187.835,Lazza
PLAYA DEL INGLÉS,DONDE QUIERO ESTAR,album,83.0,0.793,0.736,7,-3.254,0.0469,0.0822,0.0,0.109,0.656,112.993,Quevedo
POV,POV,single,55.0,0.895,0.663,1,-7.278,0.279,0.00562,1.37e-05,0.127,0.607,102.043,Smitmeister
POWER,POWER,single,68.0,0.392,0.741,5,-4.681,0.0632,0.00844,0.00014,0.35,0.29,159.854,Diljá
POWER - A COLORS SHOW,POWER - A COLORS SHOW,single,55.0,0.725,0.611,8,-8.856,0.203,0.265,0.0,0.0767,0.425,93.903,Shobee
PRC,PRC,single,95.0,0.784,0.826,7,-6.34,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,Peso Pluma
PROVENZA,MAÑANA SERÁ BONITO,album,85.0,0.87,0.517,1,-7.918,0.0475,0.576,0.00553,0.11,0.54,111.002,KAROL G
PSEMA,IPIZME,album,66.0,0.803,0.642,7,-5.007,0.108,0.159,0.037,0.101,0.528,97.011,SIDARTA
PUNTO G,DONDE QUIERO ESTAR,album,86.0,0.751,0.761,11,-4.113,0.15,0.251,0.000238,0.0991,0.553,92.032,Quevedo
PUTA (feat. Ghali & Guè),PUTA (feat. Ghali & Guè),single,65.0,0.765,0.707,9,-6.274,0.26,0.153,0.0,0.266,0.658,89.98,Sixpm
Pa La Europa,Pa La Europa,single,73.0,0.866,0.482,7,-9.208,0.333,0.001,0.0,0.325,0.598,96.967,FloyyMenor
Pa' Que Retozen,El Abayarde,album,83.0,0.815,0.856,1,-3.825,0.122,0.4,8.34e-05,0.244,0.872,91.995,Tego Calderón
Pa-umaga,Pa-umaga,single,71.0,0.911,0.299,0,-17.179,0.0752,0.17,0.00201,0.0952,0.565,130.038,Al James
Pacas De Billetes,Pacas De Billetes,single,85.0,0.718,0.726,7,-5.91,0.0403,0.0889,0.0,0.294,0.925,142.986,Natanael Cano
Pactos - Ao Vivo,Pactos (Ao Vivo),single,83.0,0.565,0.889,1,-2.976,0.0498,0.582,0.0,0.427,0.473,121.778,Matheus & Kauan
Padellen,Padellen,single,72.0,0.784,0.804,6,-6.604,0.0357,0.133,0.000182,0.256,0.961,128.958,Turfy Gang
Padişah,Bu Devirde,album,70.0,0.551,0.805,5,-5.266,0.0629,0.733,0.0,0.342,0.884,175.38,Sibel Can
Padişahım,Padişahım,single,72.0,0.632,0.855,5,-8.698,0.0493,0.218,0.0,0.0748,0.849,159.998,Paptircem
Pal,Pal,single,76.0,0.51,0.502,7,-7.016,0.0325,0.71,0.0,0.0708,0.321,133.885,Javed-Mohsin
Palabras Sobran,Palabras Sobran,single,67.0,0.674,0.514,5,-7.437,0.143,0.627,0.0,0.137,0.279,127.884,Blessd
Palermo (feat. KESI),Ny Sejr,album,62.0,0.774,0.779,5,-5.248,0.0633,0.0806,5.84e-06,0.138,0.791,141.024,Benny Jamz
Palete,Palete,single,4.0,0.842,0.436,9,-12.371,0.175,0.657,0.0,0.0982,0.243,139.03,Trzaski
Palhaça - Ao Vivo,Palhaça (Ao Vivo),single,83.0,0.893,0.829,0,-5.098,0.151,0.518,8.69e-06,0.0979,0.498,146.062,Naiara Azevedo
Panelė Verta Milijono,Panelė Verta Milijono,single,48.0,0.805,0.629,11,-7.827,0.13,0.0427,8.74e-05,0.0996,0.467,106.021,Remis Retro
Paninindigan Kita,Paninindigan Kita,single,73.0,0.624,0.596,4,-9.288,0.0308,0.107,0.0,0.357,0.75,113.204,Ben&Ben
Pano,Pano,single,80.0,0.375,0.457,3,-7.018,0.0315,0.868,0.0145,0.191,0.415,174.839,Zack Tabudlo
Panorama - Bonus Track,Mektoub 2,album,31.0,0.689,0.729,1,-5.163,0.419,0.154,0.0,0.0658,0.3,181.679,VLOSPA
Papa,DESHPERADO,album,62.0,0.833,0.722,5,-7.579,0.0748,0.382,9.92e-05,0.0986,0.425,104.017,DESH
Papin,Tamborzão Raiz,album,82.0,0.727,0.786,5,-5.755,0.291,0.491,1.52e-05,0.145,0.682,134.571,MC Kevin o Chris
Para,Para,single,32.0,0.612,0.485,11,-8.097,0.426,0.241,0.0,0.0755,0.568,93.32,Baad Jury
Paraadna,Café Kosmos,album,41.0,0.787,0.73,7,-6.302,0.0684,0.0326,8.77e-06,0.17,0.639,96.013,nublu
Paracetamollen,Paracetamollen,single,48.0,0.464,0.588,4,-7.427,0.255,0.139,0.0,0.254,0.28,153.89,FLEMMING
Paradise,Mylo Xyloto,single,57.0,0.633,0.8,8,-3.245,0.0576,0.0682,8.75e-05,0.152,0.328,139.631,Coldplay
Paradise (feat. Dermot Kennedy),Paradise,single,79.0,0.632,0.595,8,-7.644,0.0401,0.0689,0.0,0.209,0.435,124.114,MEDUZA
